AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
24.795,45.900,84.880,104.300,52.502,76.120,59.770,83.140,117.650,91.020,58.710,42.660,25.030,94.190,43.850,87.490,49.430,138.820,91.660,187.170,56.730,180.700,97.610,34.820,85.810,124.670,139.180,93.100,151.350,59.040
24.975,45.760,84.900,103.850,52.430,76.230,58.840,83.050,117.110,92.240,58.850,42.740,25.060,94.120,44.650,86.790,49.290,137.200,91.120,186.910,56.640,182.880,97.410,33.990,85.870,124.170,138.670,93.070,151.260,59.760
24.905,46.090,86.020,105.130,52.998,77.320,60.300,83.790,117.710,93.540,59.900,42.660,25.310,94.860,45.145,88.450,49.710,139.150,91.710,188.670,58.460,188.070,97.390,33.520,87.160,126.360,140.170,94.460,151.860,60.770
24.905,46.090,85.090,104.860,52.947,77.350,60.180,83.570,118.090,93.260,59.580,43.000,25.010,93.840,44.610,88.560,50.080,137.610,91.950,189.040,58.300,187.480,98.000,34.030,87.030,126.260,140.340,94.700,151.500,60.650
24.688,45.530,84.190,102.390,52.013,77.300,59.270,83.160,116.020,92.470,58.460,43.600,24.635,92.810,44.035,87.110,49.680,136.030,89.790,185.710,56.910,183.800,94.700,34.110,85.350,123.320,137.680,93.660,148.500,59.840
25.200,46.780,86.620,104.910,53.090,78.240,60.400,84.180,117.950,94.090,60.180,43.920,24.660,93.830,44.415,88.110,49.870,140.070,91.450,189.360,57.900,186.640,96.650,33.470,87.410,124.980,141.410,94.450,150.000,61.460
25.255,45.850,84.940,102.080,51.928,77.860,59.080,83.660,114.510,93.070,59.210,44.550,24.190,92.720,43.615,85.710,48.930,137.580,89.770,186.420,57.130,181.270,93.500,34.270,85.890,122.760,138.640,93.890,144.690,61.550
25.183,44.030,85.390,101.230,51.245,78.290,58.520,84.690,113.890,92.550,58.660,43.870,23.340,92.300,43.595,86.270,48.940,137.390,87.900,185.930,54.770,180.380,93.130,33.620,84.990,121.500,133.830,94.040,142.710,62.990
24.953,43.650,83.950,99.120,51.070,77.560,58.160,83.370,112.030,90.600,56.140,44.470,22.930,90.730,42.695,83.910,48.370,133.560,85.660,183.520,53.230,178.770,91.680,31.910,82.780,120.450,132.900,93.520,134.670,60.690
24.688,43.730,82.820,97.010,50.680,77.980,57.990,83.550,109.780,90.100,56.330,44.070,23.055,91.100,42.545,84.140,48.220,132.200,86.190,183.800,52.720,178.700,92.800,31.470,82.740,122.290,134.180,93.680,131.790,60.690
24.385,43.220,82.160,98.210,50.062,75.200,55.530,82.950,109.270,87.850,54.730,43.640,22.960,90.440,42.590,82.080,47.920,130.900,85.110,181.750,53.090,177.240,92.590,32.140,80.930,120.190,134.220,91.990,132.270,60.950
24.065,42.740,85.390,96.780,50.750,73.820,55.080,82.240,111.060,88.880,53.430,43.230,22.820,89.910,43.520,81.740,47.670,130.450,86.390,179.840,53.870,172.580,93.240,31.275,80.240,120.290,135.050,91.810,134.280,60.390
24.418,43.630,88.180,98.700,51.500,74.100,56.200,83.270,111.800,90.240,54.020,42.560,23.250,91.040,43.590,83.830,48.070,133.690,90.060,182.050,55.630,176.910,95.050,30.850,82.580,123.240,137.400,93.240,138.150,60.270
24.940,44.080,88.540,99.200,51.962,75.140,56.630,84.180,111.490,91.850,54.050,42.880,22.930,91.590,44.450,85.520,48.480,137.510,90.000,169.100,56.030,177.840,94.030,31.380,84.010,124.310,137.600,93.200,139.530,60.200
25.617,44.880,90.950,100.360,53.328,76.020,57.930,84.610,115.090,94.200,55.130,43.290,23.510,91.010,45.320,87.540,48.690,144.090,92.920,163.230,57.240,180.180,95.890,31.580,85.640,127.120,140.930,94.240,144.630,61.550
25.747,44.380,89.770,101.220,52.730,76.030,57.450,84.230,114.000,93.340,55.510,40.680,23.260,90.940,44.930,87.100,48.310,143.640,91.160,161.790,56.250,176.830,94.570,32.610,83.960,121.450,138.950,95.580,142.830,61.500
26.207,45.020,90.660,102.630,53.570,76.250,58.060,83.230,116.190,94.800,56.630,40.620,23.565,91.020,45.185,87.990,48.220,147.250,93.580,162.180,57.880,180.060,99.270,32.270,85.610,122.030,145.050,96.770,143.040,62.070
26.305,46.130,91.640,103.130,53.370,76.380,58.740,85.160,115.910,94.990,57.610,40.860,23.780,91.670,45.450,88.610,48.770,147.260,94.700,162.080,59.570,183.350,99.440,32.690,86.400,122.240,148.590,97.730,144.630,62.650
26.277,45.910,92.130,104.070,53.352,76.590,58.640,85.950,115.020,95.470,56.450,41.030,23.760,92.010,45.820,88.450,49.420,148.200,93.700,161.870,59.110,183.910,98.540,33.180,86.630,122.120,149.560,98.870,139.470,63.110
26.685,46.490,92.640,104.790,54.178,76.350,59.630,86.470,117.130,96.590,55.850,40.760,24.065,92.600,46.225,89.930,49.960,157.190,95.170,163.600,61.530,186.320,101.160,33.200,88.010,123.610,151.060,99.730,143.940,63.700
26.835,46.620,92.960,105.560,53.665,76.390,59.290,86.540,117.140,96.420,56.200,40.560,24.100,92.730,45.975,89.530,49.830,158.880,95.050,163.460,60.970,186.080,100.190,33.740,88.340,123.080,151.010,99.420,142.140,62.830
26.745,46.050,93.880,107.040,59.163,76.450,59.390,86.940,117.200,97.520,57.310,40.960,24.080,93.380,46.500,90.220,49.900,161.580,95.590,164.350,61.720,186.970,100.160,33.920,88.740,123.820,152.100,100.000,144.750,62.960
27.000,46.950,95.010,107.780,60.358,76.270,60.480,87.270,119.950,97.520,57.940,41.400,24.470,93.730,46.485,91.380,50.250,162.180,96.120,164.400,63.990,189.990,101.410,32.580,89.950,124.910,153.770,100.800,148.200,64.220
27.350,47.440,94.860,107.460,60.385,76.280,60.880,87.380,116.780,96.090,58.920,41.880,24.580,93.610,46.725,91.710,50.390,161.560,95.660,164.360,63.590,190.830,100.220,34.010,90.850,126.030,153.300,99.950,147.390,64.980
27.150,47.570,94.980,108.620,60.742,77.260,60.250,88.640,115.370,95.960,59.370,41.810,24.880,94.470,46.975,90.350,50.330,160.410,95.290,162.650,63.570,190.270,98.610,34.310,91.380,125.840,155.050,101.130,142.740,65.240
27.215,47.860,95.800,108.820,62.383,77.700,61.150,89.000,117.050,95.780,59.570,41.820,25.150,94.640,47.340,91.000,50.340,158.940,96.710,161.820,61.910,189.840,99.410,34.540,92.420,124.220,155.690,101.490,147.480,65.660
27.175,48.700,96.210,109.010,62.523,77.810,61.230,88.900,118.530,97.290,59.260,42.310,25.260,94.660,47.300,92.000,50.280,160.350,96.710,161.460,63.090,191.000,100.910,33.760,91.580,124.580,156.050,101.910,149.430,66.650
27.253,48.680,93.610,108.200,63.108,78.770,61.470,89.130,118.800,97.650,59.340,42.290,25.330,95.100,46.890,90.000,50.860,160.250,96.770,162.070,63.970,190.710,101.760,33.820,92.260,124.450,156.550,102.370,148.500,66.920
27.207,48.890,94.750,108.820,62.553,79.440,61.930,89.450,117.920,98.160,58.810,42.320,25.150,95.110,47.480,89.780,50.720,163.090,97.270,163.490,64.450,191.800,102.210,33.580,92.400,124.640,157.660,102.990,148.440,67.780
27.425,48.870,95.690,108.910,62.432,79.010,61.370,89.670,118.440,98.140,59.370,42.390,25.150,95.140,47.440,89.980,50.610,162.420,96.980,163.300,64.060,191.880,102.530,33.260,91.740,125.360,157.110,102.940,148.560,67.500
27.812,48.780,95.680,108.750,62.987,79.200,60.560,89.480,117.650,98.490,59.310,42.510,25.110,95.330,47.905,89.900,50.820,161.930,97.010,161.920,63.770,190.180,102.990,33.310,91.550,125.870,157.680,103.060,149.700,67.440
28.205,49.610,95.900,109.070,62.730,82.940,60.230,88.600,116.450,99.000,59.540,42.710,25.680,95.480,48.060,90.490,51.200,160.850,97.060,162.790,63.160,190.240,101.110,33.380,91.070,128.530,158.350,103.230,149.880,66.960
28.545,49.580,95.110,108.160,62.210,82.960,60.280,88.110,116.320,98.240,59.070,42.790,26.320,96.210,47.750,90.800,51.500,157.680,96.790,164.160,63.910,189.980,101.340,33.680,90.670,128.860,158.850,102.430,154.110,66.930
28.497,49.460,96.470,108.300,62.450,83.570,60.380,87.840,115.750,98.030,59.460,42.730,26.465,95.970,48.030,90.410,51.400,159.140,96.530,164.160,62.510,189.930,101.700,33.950,90.130,128.420,158.690,102.750,153.360,66.550
28.867,48.740,98.190,108.830,62.432,83.790,60.530,87.950,115.470,95.980,59.890,42.920,26.595,96.410,48.235,90.280,51.220,162.240,96.830,161.890,62.470,189.640,102.040,34.240,90.580,130.660,160.150,102.850,156.210,68.060
28.668,48.220,96.860,108.760,62.465,84.990,60.600,88.730,116.470,96.700,59.640,43.530,26.590,96.560,48.475,89.820,50.490,162.640,96.570,161.430,61.020,189.190,101.300,34.710,90.500,131.610,158.830,103.030,154.440,67.790
29.078,48.700,96.850,108.180,62.917,84.580,60.120,88.470,117.310,97.570,59.380,44.220,26.810,96.640,48.650,88.900,50.190,162.680,96.730,160.640,58.300,189.750,102.090,34.350,90.620,131.700,159.360,103.460,154.440,67.340
29.117,47.980,96.710,107.860,63.555,84.650,60.450,88.600,118.580,98.280,59.660,44.250,26.880,96.680,48.710,88.960,50.210,162.810,98.230,160.920,58.190,189.590,106.450,35.950,90.390,132.780,160.160,103.810,158.520,67.590
29.656,47.590,96.900,106.880,63.655,85.400,60.960,88.110,117.590,98.400,59.250,44.500,27.030,97.170,48.975,90.580,49.500,164.180,98.270,162.150,58.090,190.070,105.960,35.590,91.040,134.610,159.880,103.790,156.780,67.730
29.400,47.470,97.900,106.700,64.315,84.950,60.300,88.800,116.150,97.010,59.340,44.270,27.280,97.000,48.645,91.650,49.340,162.240,98.880,161.760,59.340,188.860,106.240,36.250,91.400,134.810,158.060,103.430,154.170,67.810
