AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
83.365,188.360,309.480,146.770,199.600,121.240,113.450,119.050,103.240,256.770,82.900,49.090,48.130,202.650,104.290,127.280,58.090,225.750,162.920,135.750,176.550,220.810,137.720,63.670,113.670,230.500,166.870,128.000,57.040,47.020
85.998,189.800,309.210,145.960,199.080,121.350,110.540,118.340,101.530,256.760,82.260,49.850,48.050,199.520,102.630,123.890,57.860,224.900,158.100,131.870,174.560,218.100,134.190,63.040,110.460,216.740,166.700,125.420,55.930,45.280
88.210,196.840,305.750,147.800,200.480,121.160,106.060,119.230,97.580,254.450,81.770,49.000,47.420,195.800,102.120,122.180,58.050,227.120,154.120,129.870,182.100,213.520,132.440,63.870,106.160,203.410,163.900,120.980,53.680,44.280
83.975,186.270,283.730,140.870,188.880,120.090,97.210,116.260,89.370,239.470,77.350,48.620,43.670,187.510,95.170,112.640,56.450,218.900,143.440,118.010,172.050,194.130,121.550,59.700,98.600,170.000,152.380,110.550,49.980,40.750
84.700,187.740,285.150,142.150,192.260,117.740,99.870,115.620,92.390,242.450,76.300,45.540,45.070,189.170,96.430,115.490,56.530,217.900,144.510,121.910,175.110,201.780,123.150,59.330,101.680,189.510,154.870,113.330,51.010,41.400
85.748,188.940,286.280,141.250,191.760,118.080,101.250,116.690,91.230,241.360,74.020,45.600,45.350,189.490,97.840,117.080,56.150,219.780,146.630,121.650,178.610,206.310,123.610,60.100,103.950,190.940,157.730,114.850,51.990,41.490
88.020,193.570,293.000,144.460,192.880,119.650,102.060,118.130,94.030,249.950,76.970,46.300,46.480,190.320,99.040,118.440,56.920,226.870,149.110,125.150,180.480,209.590,130.110,60.400,105.620,197.770,159.670,116.150,53.130,42.150
87.897,194.240,292.600,144.020,193.560,119.030,99.480,117.930,91.540,250.850,76.290,46.770,46.170,190.790,99.210,117.650,56.650,225.970,148.340,124.150,181.400,206.190,128.230,60.490,103.960,192.540,159.220,114.820,52.770,42.150
87.933,196.320,291.480,143.410,193.910,117.990,98.940,119.280,91.940,249.210,76.220,46.580,45.830,189.490,98.450,118.370,56.890,230.320,148.230,124.160,187.660,203.840,127.590,60.080,102.160,192.290,159.210,116.050,52.580,41.980
87.430,195.150,291.240,143.830,192.200,119.850,97.810,118.920,90.630,246.650,77.900,46.990,45.320,186.560,95.780,114.350,56.160,238.700,145.370,122.470,186.950,201.630,127.460,59.620,100.940,187.020,158.150,116.560,52.600,44.130
89.718,200.570,292.670,143.390,194.960,121.680,96.750,117.750,91.590,249.160,76.750,46.020,45.160,187.460,99.510,115.920,55.660,234.190,144.940,121.070,191.650,203.420,125.790,60.090,99.440,188.520,156.690,116.230,52.980,43.240
91.632,201.910,297.600,142.860,197.970,121.070,97.930,117.730,91.440,250.310,77.120,45.740,45.470,186.620,101.920,116.590,54.940,235.750,144.860,119.410,189.060,204.780,126.250,59.920,99.420,187.880,157.840,116.190,52.910,42.810
90.015,197.840,289.180,139.820,191.410,120.300,94.660,116.420,87.640,246.130,75.870,45.640,44.750,184.290,100.080,112.070,53.930,232.510,138.350,116.420,185.550,198.020,122.060,59.090,95.480,176.690,152.220,112.860,51.540,41.170
91.210,200.340,296.220,139.670,193.980,119.710,97.960,117.890,89.210,245.380,76.570,44.650,45.220,182.760,101.400,111.360,54.280,235.110,142.460,119.030,188.340,207.100,124.710,58.510,97.850,174.880,154.670,114.620,53.090,42.040
88.407,196.330,286.880,137.810,189.270,118.320,92.590,115.230,86.460,241.010,75.190,44.930,46.310,179.740,93.670,109.100,53.160,232.840,138.210,117.190,183.170,189.190,122.390,57.500,93.420,170.010,152.520,111.000,51.420,41.170
90.445,198.440,289.760,139.040,191.380,119.060,93.000,117.660,87.670,246.120,76.120,43.570,46.150,182.800,95.870,111.520,54.690,231.560,143.240,119.750,183.330,193.470,125.250,58.270,94.520,194.490,155.570,112.900,52.470,42.320
91.200,203.510,294.950,140.630,193.170,119.780,94.060,119.570,89.230,250.510,77.330,44.360,46.640,184.470,98.050,111.510,55.130,235.860,144.590,120.770,187.330,197.620,126.500,59.830,95.200,183.300,155.990,114.050,53.130,42.390
