Layer,Number of Stock,Portfolio,DailyRisk,ExpectedReturn,
Layer 1,0,,0.000000000000000000000000000000,0.000000000000000000000000000000
Layer 1,5,9432.T AAPL PG MRK MCD,33142.035825663260766305029392242432,1283.666334650870794575894251465797
Layer 1,5,9432.T PG MRK MCD DD,33279.292406775894050952047109603882,1914.090874835328577319160103797913
Layer 1,4,PG MRK MCD DD,35460.109287988620053511112928390503,3116.705575757612223242176696658134
Layer 1,9,9432.T 9433.T JNJ WMT PG MRK MCD NKE IBM,36568.771379993777372874319553375244,4507.429127799721754854544997215271
Layer 1,8,9432.T 9433.T JNJ PG MRK MCD NKE IBM,37300.523817538087314460426568984985,4564.310358366255968576297163963318
Layer 1,7,9432.T JNJ PG MRK MCD NKE IBM,37831.718834521758253686130046844482,5752.675127799739129841327667236328
Layer 1,9,9432.T 9433.T WMT PG MRK MCD NKE IBM DD,38071.762552649466670118272304534912,6230.125409749695791106205433607101
Layer 1,7,9432.T 9433.T WMT PG MRK NKE IBM,38732.947702088247751817107200622559,8544.898046903852446121163666248322
Layer 1,5,9432.T PG MRK NKE IBM,39466.935593362934014294296503067017,11902.762748353128699818626046180725
Layer 1,7,9432.T MSFT WMT PG MRK NKE IBM,44920.647122637274151202291250228882,11935.185508036900500883348286151886
Layer 1,6,9432.T MSFT PG MRK NKE IBM,46917.524451911020150873810052871704,13249.471700922271338640712201595306
Layer 1,4,9432.T PG NKE IBM,47615.572792347986251115798950195312,13792.257246376784678432159125804901
Layer 1,4,PG MRK NKE IBM,51323.873657924334111157804727554321,15602.796793148887445568107068538666
Layer 1,5,MSFT PG MRK NKE IBM,55720.132014194598014000803232192993,16478.879079051395819988101720809937
Layer 1,7,6758.T UNH PG MRK NKE VZ IBM,58951.433466517584747634828090667725,16708.966313570494094165042042732239
Layer 1,8,6758.T MSFT UNH PG MRK NKE VZ IBM,60704.066490076787886209785938262939,17118.691973649536521406844258308411
Layer 1,7,6702.T UNH PG MRK NKE VZ AMGN,60757.793638550312607549130916595459,17336.813349143620143877342343330383
Layer 1,6,UNH PG MRK NKE VZ DD,61226.782108138220792170614004135132,17443.608218708825006615370512008667
Layer 1,7,MSFT UNH PG MRK NKE VZ DD,63381.710020195525430608540773391724,17806.780367588937224354594945907593
Layer 1,5,7733.T UNH MRK NKE VZ,65597.477669008294469676911830902100,18135.221475625789025798439979553223
Layer 1,4,MSFT PG NKE IBM,65731.318984922938398085534572601318,19511.920350461121415719389915466309
Layer 1,6,6758.T UNH PG MRK NKE VZ,69110.089039643818978220224380493164,19729.618418972328072413802146911621
Layer 1,7,6758.T MSFT UNH PG MRK NKE VZ,69260.338231920817634090781211853027,19767.877716732549743028357625007629
Layer 1,6,MSFT UNH PG MRK NKE VZ,70127.645202270869049243628978729248,20411.197289855084818555042147636414
Layer 1,5,UNH PG MRK NKE VZ,73979.388554087126976810395717620850,20497.280830039479042170569300651550
Layer 1,4,9433.T UNH NKE VZ,74956.085993327447795309126377105713,20631.342798418929305626079440116882
Layer 1,5,MSFT UNH MRK NKE VZ,74998.500442918812041170895099639893,22121.559229248978226678445935249329
Layer 1,4,UNH MRK NKE VZ,76590.372808414424071088433265686035,22656.756653491382166976109147071838
Layer 1,5,6758.T UNH PG NKE VZ,82350.660667180083692073822021484375,22809.290521739090763730928301811218
Layer 1,5,MSFT UNH PG NKE VZ,84203.149249946116469800472259521484,23624.983347826044337125495076179504
Layer 1,4,UNH V NKE VZ,88960.957683312197332270443439483643,23951.868487483476201305165886878967
Layer 1,4,MSFT UNH NKE VZ,89467.671274678505142219364643096924,26565.880210803679801756516098976135
Layer 1,3,UNH NKE VZ,98115.605759723213850520551204681396,28759.947752305633912328630685806274
Layer 1,3,MSFT NKE VZ,113318.030902227692422457039356231689,29196.555032938067597569897770881653
Layer 1,2,PG NKE,132554.715553157468093559145927429199,29748.108882740401895716786384582520
Layer 1,3,9983.T NKE VZ,141795.476706102868774905800819396973,30535.083720685084699653089046478271
Layer 1,2,MSFT NKE,143607.762263942538993433117866516113,33808.569455862911127042025327682495
